[0;0;1]	9087.0
[0;0;2]	9087.0
[0;0;3]	9087.0
[0;0;4]	9087.0
[0;0;5]	9087.0
[0;0;6]	9087.0
[0;0;7]	9087.0
[0;0;8]	9087.0
[0;0;9]	9087.0
[0;0;10]	9087.0
[0;0;11]	9087.0
[0;0;12]	9087.0
[0;1;-12]	8759.0
[0;1;-11]	8762.0
[0;1;-10]	8780.0
[0;1;-9]	8855.0
[0;1;-8]	8929.0
[0;1;-7]	8903.0
[0;1;-6]	9125.0
[0;1;-5]	9228.0
[0;1;-4]	9678.0
[0;1;-3]	10435.0
[0;1;-2]	12004.0
[0;1;-1]	11252.0
[0;1;0]	56395.0
[0;1;1]	11253.0
[0;1;2]	10125.0
[0;1;3]	9176.0
[0;1;4]	8608.0
[0;1;5]	8684.0
[0;1;6]	8545.0
[0;1;7]	8668.0
[0;1;8]	8732.0
[0;1;9]	8869.0
[0;1;10]	8929.0
[0;1;11]	8933.0
[0;1;12]	9013.0
[0;2;-12]	9125.0
[0;2;-11]	9193.0
[0;2;-10]	9228.0
[0;2;-9]	9297.0
[0;2;-8]	9678.0
[0;2;-7]	9706.0
[0;2;-6]	10435.0
[0;2;-5]	11356.0
[0;2;-4]	12004.0
[0;2;-3]	11965.0
[0;2;-2]	11252.0
[0;2;-1]	16648.0
[0;2;0]	56395.0
[0;2;1]	21585.0
[0;2;2]	11253.0
[0;2;3]	10600.0
[0;2;4]	10125.0
[0;2;5]	9689.0
[0;2;6]	9176.0
[0;2;7]	8867.0
[0;2;8]	8608.0
[0;2;9]	8677.0
[0;2;10]	8684.0
[0;2;11]	8528.0
[0;2;12]	8545.0
[0;3;-12]	9678.0
[0;3;-11]	9682.0
[0;3;-10]	10037.0
[0;3;-9]	10435.0
[0;3;-8]	11043.0
[0;3;-7]	11620.0
[0;3;-6]	12004.0
[0;3;-5]	11807.0
[0;3;-4]	11631.0
[0;3;-3]	11252.0
[0;3;-2]	14132.0
[0;3;-1]	20476.0
[0;3;0]	56395.0
[0;3;1]	30971.0
[0;3;2]	15327.0
[0;3;3]	11253.0
[0;3;4]	10750.0
[0;3;5]	10661.0
[0;3;6]	10125.0
[0;3;7]	9776.0
[0;3;8]	9518.0
[0;3;9]	9176.0
[0;3;10]	8969.0
[0;3;11]	8790.0
[0;3;12]	8608.0
[0;4;-12]	10435.0
[0;4;-11]	10804.0
[0;4;-10]	11356.0
[0;4;-9]	11682.0
[0;4;-8]	12004.0
[0;4;-7]	11977.0
[0;4;-6]	11965.0
[0;4;-5]	11494.0
[0;4;-4]	11252.0
[0;4;-3]	12710.0
[0;4;-2]	16648.0
[0;4;-1]	28443.0
[0;4;0]	56395.0
[0;4;1]	38895.0
[0;4;2]	21585.0
[0;4;3]	13913.0
[0;4;4]	11253.0
[0;4;5]	10902.0
[0;4;6]	10600.0
[0;4;7]	10733.0
[0;4;8]	10125.0
[0;4;9]	9831.0
[0;4;10]	9689.0
[0;4;11]	9445.0
[0;4;12]	9176.0
[0;5;-12]	11605.0
[0;5;-11]	11711.0
[0;5;-10]	12004.0
[0;5;-9]	11885.0
[0;5;-8]	11681.0
[0;5;-7]	11932.0
[0;5;-6]	11333.0
[0;5;-5]	11252.0
[0;5;-4]	12307.0
[0;5;-3]	15084.0
[0;5;-2]	18408.0
[0;5;-1]	32406.0
[0;5;0]	56395.0
[0;5;1]	44110.0
[0;5;2]	26506.0
[0;5;3]	17982.0
[0;5;4]	12115.0
[0;5;5]	11253.0
[0;5;6]	11219.0
[0;5;7]	10579.0
[0;5;8]	10743.0
[0;5;9]	10725.0
[0;5;10]	10125.0
[0;5;11]	9886.0
[0;5;12]	9730.0
[0;6;-12]	12004.0
[0;6;-11]	11838.0
[0;6;-10]	11807.0
[0;6;-9]	11965.0
[0;6;-8]	11631.0
[0;6;-7]	11177.0
[0;6;-6]	11252.0
[0;6;-5]	12211.0
[0;6;-4]	14132.0
[0;6;-3]	16648.0
[0;6;-2]	20476.0
[0;6;-1]	35063.0
[0;6;0]	56395.0
[0;6;1]	46770.0
[0;6;2]	30971.0
[0;6;3]	21585.0
[0;6;4]	15327.0
[0;6;5]	11945.0
[0;6;6]	11253.0
[0;6;7]	11235.0
[0;6;8]	10750.0
[0;6;9]	10600.0
[0;6;10]	10661.0
[0;6;11]	10685.0
[0;6;12]	10125.0
[0;7;-12]	12003.0
[0;7;-11]	11781.0
[0;7;-10]	11934.0
[0;7;-9]	11610.0
[0;7;-8]	11168.0
[0;7;-7]	11252.0
[0;7;-6]	11922.0
[0;7;-5]	13387.0
[0;7;-4]	15298.0
[0;7;-3]	18140.0
[0;7;-2]	25216.0
[0;7;-1]	38422.0
[0;7;0]	56395.0
[0;7;1]	47921.0
[0;7;2]	36778.0
[0;7;3]	24926.0
[0;7;4]	18623.0
[0;7;5]	14334.0
[0;7;6]	11872.0
[0;7;7]	11253.0
[0;7;8]	11134.0
[0;7;9]	10790.0
[0;7;10]	10533.0
[0;7;11]	10779.0
[0;7;12]	10722.0
[0;8;-12]	11965.0
[0;8;-11]	11863.0
[0;8;-10]	11494.0
[0;8;-9]	11228.0
[0;8;-8]	11252.0
[0;8;-7]	11786.0
[0;8;-6]	12710.0
[0;8;-5]	14828.0
[0;8;-4]	16648.0
[0;8;-3]	19152.0
[0;8;-2]	28443.0
[0;8;-1]	39834.0
[0;8;0]	56395.0
[0;8;1]	49380.0
[0;8;2]	38895.0
[0;8;3]	28017.0
[0;8;4]	21585.0
[0;8;5]	17145.0
[0;8;6]	13913.0
[0;8;7]	11747.0
[0;8;8]	11253.0
[0;8;9]	10990.0
[0;8;10]	10902.0
[0;8;11]	10595.0
[0;8;12]	10600.0
[0;9;-12]	11631.0
[0;9;-11]	11440.0
[0;9;-10]	11321.0
[0;9;-9]	11252.0
[0;9;-8]	11705.0
[0;9;-7]	12444.0
[0;9;-6]	14132.0
[0;9;-5]	15505.0
[0;9;-4]	17759.0
[0;9;-3]	20476.0
[0;9;-2]	30512.0
[0;9;-1]	40960.0
[0;9;0]	56395.0
[0;9;1]	50314.0
[0;9;2]	41718.0
[0;9;3]	30971.0
[0;9;4]	23704.0
[0;9;5]	19275.0
[0;9;6]	15327.0
[0;9;7]	12794.0
[0;9;8]	11615.0
[0;9;9]	11253.0
[0;9;10]	10912.0
[0;9;11]	11162.0
[0;9;12]	10750.0
[0;10;-12]	11333.0
[0;10;-11]	11350.0
[0;10;-10]	11252.0
[0;10;-9]	11552.0
[0;10;-8]	12307.0
[0;10;-7]	13600.0
[0;10;-6]	15084.0
[0;10;-5]	16648.0
[0;10;-4]	18408.0
[0;10;-3]	24085.0
[0;10;-2]	32406.0
[0;10;-1]	50015.0
[0;10;0]	56395.0
[0;10;1]	58434.0
[0;10;2]	44110.0
[0;10;3]	34788.0
[0;10;4]	26506.0
[0;10;5]	21585.0
[0;10;6]	17982.0
[0;10;7]	14497.0
[0;10;8]	12115.0
[0;10;9]	11588.0
[0;10;10]	11253.0
[0;10;11]	10914.0
[0;10;12]	11219.0
[0;11;-12]	11365.0
[0;11;-11]	11252.0
[0;11;-10]	11456.0
[0;11;-9]	12241.0
[0;11;-8]	13245.0
[0;11;-7]	14588.0
[0;11;-6]	15654.0
[0;11;-5]	17579.0
[0;11;-4]	19523.0
[0;11;-3]	26467.0
[0;11;-2]	33201.0
[0;11;-1]	51021.0
[0;11;0]	56395.0
[0;11;1]	59244.0
[0;11;2]	45651.0
[0;11;3]	37740.0
[0;11;4]	28823.0
[0;11;5]	23154.0
[0;11;6]	19528.0
[0;11;7]	16586.0
[0;11;8]	14201.0
[0;11;9]	11956.0
[0;11;10]	11547.0
[0;11;11]	11253.0
[0;11;12]	10921.0
[0;12;-12]	11252.0
[0;12;-11]	11366.0
[0;12;-10]	12211.0
[0;12;-9]	12710.0
[0;12;-8]	14132.0
[0;12;-7]	15191.0
[0;12;-6]	16648.0
[0;12;-5]	18231.0
[0;12;-4]	20476.0
[0;12;-3]	28443.0
[0;12;-2]	35063.0
[0;12;-1]	51624.0
[0;12;0]	56395.0
[0;12;1]	59610.0
[0;12;2]	46770.0
[0;12;3]	38895.0
[0;12;4]	30971.0
[0;12;5]	25724.0
[0;12;6]	21585.0
[0;12;7]	18237.0
[0;12;8]	15327.0
[0;12;9]	13913.0
[0;12;10]	11945.0
[0;12;11]	11458.0
[0;12;12]	11253.0
[1;-12;-12]	11934.0
[1;-12;-11]	13143.0
[1;-12;-10]	14157.0
[1;-12;-9]	16076.0
[1;-12;-8]	18533.0
[1;-12;-7]	20971.0
[1;-12;-6]	24210.0
[1;-12;-5]	28419.0
[1;-12;-4]	33198.0
[1;-12;-3]	43513.0
[1;-12;-2]	50503.0
[1;-12;-1]	61137.0
[1;-12;0]	55115.0
[1;-12;1]	37265.0
[1;-12;2]	28520.0
[1;-12;3]	21860.0
[1;-12;4]	19455.0
[1;-12;5]	16778.0
[1;-12;6]	15140.0
[1;-12;7]	14372.0
[1;-12;8]	12662.0
[1;-12;9]	12016.0
[1;-12;10]	11327.0
[1;-12;11]	10986.0
[1;-12;12]	11066.0
[1;-11;-12]	11283.0
[1;-11;-11]	12121.0
[1;-11;-10]	13315.0
[1;-11;-9]	14635.0
[1;-11;-8]	17081.0
[1;-11;-7]	20003.0
[1;-11;-6]	22240.0
[1;-11;-5]	26732.0
[1;-11;-4]	31268.0
[1;-11;-3]	41845.0
[1;-11;-2]	49145.0
[1;-11;-1]	61301.0
[1;-11;0]	55086.0
[1;-11;1]	35621.0
[1;-11;2]	26877.0
[1;-11;3]	20738.0
[1;-11;4]	17937.0
[1;-11;5]	15782.0
[1;-11;6]	14670.0
[1;-11;7]	13131.0
[1;-11;8]	12126.0
[1;-11;9]	11371.0
[1;-11;10]	11068.0
[1;-11;11]	11077.0
[1;-11;12]	11371.0
[1;-10;-12]	11543.0
[1;-10;-11]	11447.0
[1;-10;-10]	12409.0
[1;-10;-9]	13594.0
[1;-10;-8]	15285.0
[1;-10;-7]	18063.0
[1;-10;-6]	20755.0
[1;-10;-5]	24788.0
[1;-10;-4]	29762.0
[1;-10;-3]	38159.0
[1;-10;-2]	47609.0
[1;-10;-1]	61167.0
[1;-10;0]	54572.0
[1;-10;1]	34410.0
[1;-10;2]	24252.0
[1;-10;3]	20143.0
[1;-10;4]	16865.0
[1;-10;5]	15158.0
[1;-10;6]	13838.0
[1;-10;7]	12175.0
[1;-10;8]	11435.0
[1;-10;9]	11118.0
[1;-10;10]	11070.0
[1;-10;11]	11554.0
[1;-10;12]	11780.0
[1;-9;-12]	11526.0
[1;-9;-11]	11597.0
[1;-9;-10]	11611.0
[1;-9;-9]	12629.0
[1;-9;-8]	14030.0
[1;-9;-7]	16596.0
[1;-9;-6]	19618.0
[1;-9;-5]	22884.0
[1;-9;-4]	27765.0
[1;-9;-3]	34567.0
[1;-9;-2]	46331.0
[1;-9;-1]	60854.0
[1;-9;0]	52946.0
[1;-9;1]	32265.0
[1;-9;2]	21930.0
[1;-9;3]	19013.0
[1;-9;4]	15725.0
[1;-9;5]	14386.0
[1;-9;6]	12391.0
[1;-9;7]	11482.0
[1;-9;8]	11126.0
[1;-9;9]	11114.0
[1;-9;10]	11682.0
[1;-9;11]	11902.0
[1;-9;12]	11746.0
[1;-8;-12]	10871.0
[1;-8;-11]	11495.0
[1;-8;-10]	11579.0
[1;-8;-9]	11857.0
[1;-8;-8]	12819.0
[1;-8;-7]	14637.0
[1;-8;-6]	17856.0
[1;-8;-5]	20657.0
[1;-8;-4]	25845.0
[1;-8;-3]	31786.0
[1;-8;-2]	44552.0
[1;-8;-1]	60665.0
[1;-8;0]	51799.0
[1;-8;1]	29712.0
[1;-8;2]	21082.0
[1;-8;3]	17312.0
[1;-8;4]	14977.0
[1;-8;5]	13043.0
[1;-8;6]	11743.0
[1;-8;7]	11200.0
[1;-8;8]	11151.0
[1;-8;9]	11785.0
[1;-8;10]	12016.0
[1;-8;11]	11573.0
[1;-8;12]	11914.0
[1;-7;-12]	10864.0
[1;-7;-11]	10835.0
[1;-7;-10]	11480.0
[1;-7;-9]	11564.0
[1;-7;-8]	12155.0
[1;-7;-7]	13237.0
[1;-7;-6]	15745.0
[1;-7;-5]	19599.0
[1;-7;-4]	23421.0
[1;-7;-3]	29249.0
[1;-7;-2]	40775.0
[1;-7;-1]	59803.0
[1;-7;0]	50434.0
[1;-7;1]	26816.0
[1;-7;2]	20130.0
[1;-7;3]	15753.0
[1;-7;4]	13367.0
[1;-7;5]	11917.0
