  radius  	  theta   
0.4236511	1.2826425
0.4323864	2.4303535
0.3784869	4.2657592
0.4558317	1.3079497
0.4249899	1.2784537
0.4133652	4.3224824
0.4235482	1.2767083
0.4221081	1.2796754
0.4221081	1.2751376
0.3864194	4.2786747
0.4536938	4.4123669
0.2550641	3.6784559
0.6926652	2.0832075
0.2535497	3.6725218
0.2551477	3.6721727
0.2550176	3.6660641
0.3628638	2.0973796
0.6900341	2.3977857
0.4735416	2.6367911
0.4714493	2.6381175
0.4766221	2.6334400
0.4548202	2.6215369
0.4525893	2.6225143
0.4727085	2.6378383
0.6051445	1.0543534
0.4734347	2.6381001
0.4722602	2.6382572
0.4693497	2.6274536
0.4756800	2.6409275
0.7437493	5.8685649
0.4769648	2.6292163
0.5578508	1.0276499
0.8548658	0.9155997
0.1162346	5.6188257
0.5401342	1.2020083
0.2966882	4.7749573
0.2948850	4.7838271
0.5811964	1.2154473
0.2974479	4.7827502
0.2973529	4.7782071
0.2969730	4.7870001
0.5457839	1.1964232
0.2964983	4.7751999
0.2944108	4.7836700
0.2974479	4.7778528
0.2984931	4.7809473
0.2972580	4.7813033
0.2945057	4.7873910
0.3039186	4.7805720
0.2960237	4.7811253
0.1907783	2.2334804
0.2021621	2.2576008
0.8896534	0.5040511
0.6701243	4.2849578
0.6104505	2.9400944
0.7506439	1.7723644
0.3783672	0.8381071
0.3778685	0.8379326
0.3771706	0.8609709
0.5630112	4.7783694
0.5651969	4.7795248
0.5646213	4.7780989
0.5634710	4.7845112
0.3737852	0.8677777
0.5615181	4.7763413
0.5656576	4.7777044
0.5657728	4.7772995
0.5678482	4.7775962
0.5710841	4.7814621
0.7548821	4.2552872
0.6021679	5.5179282
0.7094816	5.0374391
0.5232319	0.0965865
0.5181736	1.5862547
0.4821276	1.5564846
0.4871926	1.5681783
0.4777470	1.5776607
0.4805154	1.5542157
0.5131582	1.5687019
0.4821276	1.5556120
0.4275680	6.0458205
0.6205096	1.2555899
0.2475213	4.2125267
0.6242628	1.2428490
0.6280287	1.2507029
0.2462344	4.2188099
0.2513125	4.2348669
0.2478732	4.2179372
0.2475769	4.2209043
0.6195431	1.2418018
0.8755726	0.1056099
0.2485959	4.2165409
0.8405431	2.1873862
0.3877740	1.2714724
0.3841644	1.2882275
0.9116223	1.3650220
0.3827631	1.2833406
0.4072783	1.2758357
0.4657341	3.8486255
0.4862967	3.8625882
0.3844649	1.2875294
0.4798066	3.8500218
0.4624991	3.8467057
0.1818570	4.1191516
0.1828128	2.7124336
0.5341970	3.4124678
0.6219610	5.3472001
0.5438261	3.4196236
0.5458065	3.4180528
0.5448329	3.4133404
0.6117210	5.3210900
0.5428314	3.4150857
0.6083682	5.3100595
0.6154447	5.3415104
0.6186981	5.3372692
0.8658454	4.8262054
0.3239937	3.8187804
0.5773154	3.2339031
0.7887044	3.1712807
0.6695175	2.6715231
0.6613962	2.6733557
0.6683049	2.6655541
0.6676234	2.6647862
0.9548864	4.6235517
0.7167220	6.1604188
0.6704278	2.6729717
0.4108335	3.0836652
0.7781004	3.7138861
0.5022699	2.1323211
0.6728845	3.4133404
0.5366560	3.9639918
0.2741319	0.8056440
0.2757276	0.8063421
0.2556404	5.1242343
0.4070748	2.1997257
0.5328629	3.9723694
0.2750704	0.7909832
0.8051132	3.7156314
0.5779089	2.0671680
0.5324484	3.9709731
0.6961835	1.1698942
0.5464410	3.9566614
0.5171446	3.3143279
0.5747933	4.7316016
0.5724736	4.7312717
0.3913925	0.7279768
0.5520297	4.7444437
0.5721261	4.7279119
0.5736329	4.7366124
0.5747933	4.7353645
0.5597977	4.7625637
0.3896827	0.7288495
0.4124255	4.1085051
0.5727054	4.7345651
0.8411539	1.2402310
0.7361865	0.3799582
0.6791019	2.8556030
0.4798710	2.9068808
0.4804724	2.8903001
0.4825364	2.9054147
0.4821491	2.9034599
0.4812890	2.9063397
0.4819125	2.9085563
0.4813212	2.9073695
0.4787764	2.8927611
0.4663077	2.8967055
0.4627534	2.8960946
0.4786477	2.8929007
0.4770077	2.8805961
0.4790768	2.8870887
0.2144179	1.7761692
0.4799247	2.9108252
0.4609746	2.9017844
0.1447258	0.6953392
0.3738051	3.5601226
0.5502093	4.6177921
0.3757060	3.5589009
0.3620443	3.5779250
0.3676311	3.5688493
0.3766922	3.5657077
0.3779383	3.5580282
0.3615212	3.5737362
0.3653050	3.5733871
0.3631502	3.5777504
0.3615706	3.5732126
0.3758155	3.5512214
0.3648006	3.5770523
0.3620640	3.5775759
0.0610750	5.8325587
0.3627551	3.5838591
0.3775594	3.5534904
0.3776092	3.5451128
0.3818229	3.5683257
0.8595134	5.3967151
0.3868006	3.5871752
0.3785069	3.5545376
0.7041163	5.8935580
0.8588763	5.3849342
0.7275830	3.7163296
0.9505414	0.6300639
0.4980696	4.4633305
0.5030241	4.4753733
0.5217100	4.4753733
0.5204672	4.4717081
0.5027836	4.4827037
0.5041947	4.4844490
0.5204894	4.4690901
0.5201900	4.4703118
0.5191371	4.4758969
0.5026196	4.4746751
0.5051802	4.4727553
0.3934065	0.6258751
0.5176756	4.4593162
0.3729898	0.5996951
0.7945814	5.9376799
0.7580789	5.9160728
0.2516187	3.8983674
0.7941544	5.9413451
0.7964338	5.9412404
0.7952934	5.9409611
0.7952934	5.9407168
0.7937276	5.9358299
0.7887610	5.9478552
0.4416677	4.1030945
0.7906029	5.9493213
0.7557455	5.9122505
0.7921641	5.9335435
0.7921641	5.9335435
0.7920220	5.9326534
0.7934431	5.9322345
0.7948661	5.9367200
0.7958635	5.9239616
0.5461690	3.1297419
0.4568861	1.5627678
0.2535497	3.8828340
0.1393841	0.5309292
0.8477617	4.4296456
0.9207558	4.6729445
0.3275266	1.2440707
0.8878884	3.0379725
0.8358333	1.2472123
0.5199904	4.6490335
0.5150780	4.6546186
0.5238990	4.6617744
0.5072851	4.6753880
0.3258751	1.8427361
0.3084619	1.8200817
0.3071053	1.8220539
0.3086913	1.8439927
0.3042236	1.8509566
0.3061601	1.8522830
0.5109002	4.6717228
0.3975946	3.5349899
0.6702002	5.5545802
0.7456486	5.9989235
0.3392499	4.3264967
0.9684753	1.7042913
0.9119100	5.1832090
0.9160101	5.1823189
0.6778530	4.5202282
0.9171181	5.1840468
0.9162027	5.1900507
0.6894675	5.9288311
0.4520427	1.3678145
0.4531993	5.3671143
0.4232909	2.3116013
0.4214296	2.2828558
0.4474263	1.2854350
0.7079216	1.9505102
0.7308848	4.7092474
0.3496955	2.9086436
0.7339686	4.7071530
0.6970908	0.1117011
0.7357291	4.7006953
0.7342641	4.7001717
0.7180437	4.7218609
0.7385845	4.6954593
0.7196320	4.7236498
0.7334585	4.7029642
0.6974799	0.0947190
0.7211829	4.6910960
0.5058266	3.2198358
0.7105317	4.7180264
0.4767934	1.9674573
0.8266842	4.7321374
0.5069998	1.9252902
0.4681044	1.9336154
0.5378256	4.0388664
0.4676576	1.9254123
0.3914327	4.4134141
0.1885633	2.8388827
0.5884574	0.4543092
0.4040567	1.9285365
0.6623626	2.7497488
0.6501398	2.7409174
0.8499688	4.8247795
0.3853065	1.9662705
0.8480767	0.1490337
0.4025449	1.9279780
0.2084556	5.5962935
0.8403496	0.1524022
0.9895652	4.9416380
0.8452301	1.6369146
0.1214738	3.9062214
0.8380592	0.1001121
0.7843820	0.0837933
0.4855955	1.6906446
0.7282773	6.2775479
0.3033467	1.5521213
0.7413530	2.1363528
0.5395707	4.9973314
0.6046677	1.3510594
0.2881625	1.5440928
0.5388949	4.9890760
0.3167385	1.5625933
0.5401342	4.9897393
0.4465887	1.2988740
0.2959287	1.5447909
0.8662272	1.8395421
0.4148067	3.8590975
0.8940718	1.5620697
0.6659089	0.6576401
0.3823629	6.1799665
0.7665924	2.4993988
0.6412618	1.9486077
0.9360945	0.4941027
0.6624630	1.8178826
0.3934468	3.8131953
0.4093451	3.8008035
0.4039247	0.6647959
0.9456530	4.8016870
0.4657766	1.2721705
0.9430940	2.5404489
0.1054131	3.0545007
0.4602658	1.2287118
0.3150110	5.8540787
0.2296736	6.0196755
0.4520112	2.6074870
0.3887783	5.5664833
0.4502992	2.5694737
0.8198175	2.3606276
0.9205623	4.9791276
0.9156892	4.9834212
0.4548097	2.5912380
0.3842646	5.5684555
0.6526382	1.3452998
0.4534097	2.5836283
0.4532624	2.5808009
0.6591782	3.1318014
0.4539358	2.5932975
0.4545148	2.5630858
0.3917950	5.5621898
0.6590280	3.1334769
0.6596290	1.3775884
0.6258405	1.3487904
0.6587526	1.3768902
0.6565025	1.3903293
0.4506456	2.5639236
0.4279912	2.5848326
0.6591281	1.3725269
0.6471766	1.3391911
0.4468504	2.5444981
0.4494808	2.5530676
0.6585024	1.3727015
0.6632669	1.3522811
0.6642726	1.3552482
0.6078542	1.9079067
0.3808133	4.2413246
0.5721261	0.2750639
0.3776192	4.2641884
0.3744119	4.2484805
0.3778087	4.2591270
0.3811831	4.2456879
0.3812530	4.2456879
0.3813130	4.2472587
0.3763833	4.2648866
0.3763833	4.2648866
0.3763733	4.2654102
0.3764032	4.2675046
0.5445386	0.2525491
0.3830733	4.2481314
0.3829732	4.2538910
0.4062612	4.8668279
0.4367853	4.8556997
0.4433478	4.8326334
0.4431390	4.8314536
0.4474263	4.8345638
0.4428258	4.8274271
0.4412611	4.8351799
0.3226828	4.0432297
0.4410526	4.8407632
0.5003262	0.9136799
0.4974925	0.9339257
0.4342936	4.8512299
0.2591670	4.2191589
0.8003920	3.1649277
0.2223356	5.2967427
0.8024414	6.2813004
0.2206878	5.2893599
0.6221909	4.5903905
0.2212369	5.2904246
0.7185729	0.2099631
0.4782723	1.6292928
0.4142136	5.9938795
0.5280434	2.0861222
0.5310492	2.0731719
0.5295733	2.0765229
0.5471438	2.0580748
0.6420995	4.6280896
0.5322916	2.0696289
0.5297856	2.0651434
0.7039336	1.5736569
0.8165978	0.2705260
0.3740836	5.3074241
0.4255566	2.3118457
0.4327904	2.3415861
0.4605937	2.3036426
0.4324279	2.3136434
0.4807947	1.6120734
0.6423214	4.1352086
0.3701692	4.2771039
0.3697029	4.2828635
0.7751206	0.2560398
0.4940136	1.5269886
0.7501392	0.2925172
0.4588284	1.5816226
0.3662548	4.2832125
0.4946652	1.5297811
0.4622767	1.5463617
0.3658788	4.2987459
0.4592087	1.5488052
0.8337897	4.0718531
0.4357466	5.8396448
0.5147026	0.1496969
0.7047561	3.7884117
0.6065761	0.3450516
0.4776613	4.5579273
0.3706356	2.0805372
0.3881757	2.1822899
0.6105224	4.7479623
0.3827531	2.1530905
0.3846352	2.1609096
0.3838640	2.1617474
0.4587861	5.4607862
0.7230816	1.0622074
0.7230816	1.0622074
0.4800858	1.4580481
0.4587861	5.4606291
0.3540891	2.1727778
0.4486838	5.4701760
0.4486838	5.4697572
0.4524632	5.4528449
0.6687847	3.4716344
0.3839441	2.1569302
0.3885272	2.1804922
0.8482717	3.3534756
0.3839041	2.1586232
0.7234804	1.0543534
0.3839041	2.1586232
0.3878242	2.1948563
0.3838340	2.1589897
0.4523580	5.4515708
0.6607441	3.4590680
0.4607947	5.4565450
0.6883093	1.0379473
0.3824829	2.1612238
0.3860885	2.1901439
0.6668415	3.4691910
0.3859681	2.1664074
0.7004677	1.0245083
0.6556537	3.5920621
0.2376250	4.6383870
0.2393774	4.6092400
0.7911136	4.2329470
0.6158178	2.5334850
0.6216464	2.5214597
0.6196639	2.5244442
0.6204009	2.5232225
0.6202196	2.5235018
0.6235354	2.5265561
0.7748412	4.2153192
0.6212955	2.5215819
0.6396373	2.4806016
0.6357216	2.4870069
0.6372175	2.4628865
0.4258143	6.2259036
0.5664988	3.7864918
0.9120379	5.4183921
0.8682608	3.1579813
0.6836765	2.9145777
0.2853293	4.7178571
0.2839143	4.7186338
0.2842915	4.7136788
0.5942288	1.2311553
0.2830657	4.7202028
0.2841972	4.7138638
0.5518020	1.2301081
0.2829338	4.7104691
0.2827830	4.7187629
0.2825380	4.7104691
0.5521435	1.2206833
0.2805224	4.7228924
0.2820292	4.7143979
0.2500697	6.1157908
0.2881625	4.7379319
0.2916628	4.7353819
0.3064942	2.0369738
0.3674132	4.2514475
0.4610063	1.2936380
0.4297373	1.2852605
0.4305646	1.2835151
0.4240629	1.2798499
0.4352275	1.3100441
0.3858077	4.2657592
0.3853667	4.2634903
0.4259174	1.2995722
0.4257112	1.2795009
0.4235482	1.2812462
0.4572025	1.2875294
0.4258143	1.2849114
0.9975769	1.5902794
0.2525375	3.6599554
0.7013266	2.0580399
0.2455495	3.6836919
0.2548410	3.6795031
0.2532153	3.6732199
0.3370230	5.3940099
0.4693284	2.6283088
0.8234574	0.9491100
0.4706069	2.6252894
0.4696692	2.6254813
0.4746104	2.6380477
0.4748242	2.6345047
0.4721321	2.6294258
0.4698610	2.6170165
0.4718013	2.6456748
0.4758406	2.6406308
0.4770184	2.6341731
0.4695734	2.6253068
0.4709374	2.6154981
0.4724203	2.6375939
0.4680831	2.6466347
0.4818910	2.5527360
0.6789616	5.0536008
0.8759118	0.0091630
0.5473706	1.2201597
0.2975429	4.7724719
0.5508916	1.1985176
0.2967831	4.7740899
0.2974479	4.7776224
0.2959287	4.7746658
0.2973529	4.7732469
0.2911894	4.7819491
0.2995388	4.7827572
0.2977329	4.7791600
0.2927994	4.7834832
0.2943160	4.7870280
0.3012514	4.7865602
0.7199235	4.2399284
0.6773182	3.6980036
0.7026814	5.8005145
0.7017693	5.8052793
0.1983681	2.2672525
0.8951401	0.5162684
0.9029513	0.5333726
0.1823890	2.3019846
0.4403647	2.0353332
0.5576220	4.7827746
0.5562500	4.7785003
0.5452177	4.7861902
0.5449913	4.7870175
0.5626665	4.7767654
0.5625516	4.7806785
0.5630112	4.7779680
0.5648515	4.7840784
0.5663489	4.7815634
0.5699274	4.7867976
0.5620922	4.7747967
0.3773700	0.8337438
0.5596831	4.7972905
0.5731690	4.7940669
0.1949147	1.7124926
0.3607123	0.8403760
0.1955126	1.7324016
0.6385189	1.9603713
0.5193476	1.5638150
0.3278165	4.8790016
0.4816975	1.5554374
0.5168018	1.5596262
0.4807302	1.5554374
0.4756800	1.5762260
0.7505484	4.7727826
0.6044771	4.2982223
0.5851726	1.2342968
0.1943803	1.5292575
0.8836679	0.1093100
0.2463732	4.2191589
0.2465954	4.2184608
0.6252334	1.2365658
0.2520734	4.2348669
0.5780486	1.2589060
0.4496276	6.0794181
0.2516002	4.2261403
0.2468824	4.2381830
0.6451355	3.7948694
0.5509712	1.7169380
0.8712651	4.1681953
0.8571642	1.3802064
0.3852664	1.2889257
0.3821629	1.2945107
0.4675513	3.8570031
0.3856674	1.2861331
0.3850660	1.2915436
0.4640891	3.8564795
0.3829632	1.2791518
0.3813630	1.2705997
0.7396910	1.3042846
0.7358905	3.8678242
0.4890296	1.0775663
0.5442445	3.4133404
0.6201471	5.3249995
0.5363301	3.4074063
0.5433965	3.4170056
0.5473252	3.4053119
0.6202679	5.3335866
0.5251231	3.4246851
0.5209109	3.4335862
0.6141220	5.3310035
0.6132810	5.3060976
0.7658030	0.7600909
0.6329435	2.6757643
0.4861240	3.0704181
0.7862867	2.2116638
0.9304452	5.9476458
0.6678505	2.6966908
0.6686079	2.6743157
0.6688605	2.6745251
0.6709339	2.6759388
0.6761477	2.6818555
0.8260967	5.1722483
0.2104596	1.1068878
0.2899591	1.1821115
0.6197847	4.8346947
0.8974535	4.6577602
0.2741319	0.7951720
0.2728188	0.7995353
0.2728188	0.7963937
0.2728188	0.7962192
0.2740381	0.8005825
0.2963084	0.7929031
0.2735690	0.7901106
0.9176806	5.2157594
0.2744134	0.7881907
0.5353754	3.9632937
0.5328181	3.9721948
0.6952770	1.1686725
0.2798636	0.7660250
0.7828327	5.2522368
0.5732850	4.7368218
0.5739809	4.7316801
0.5740969	4.7322997
0.5743290	4.7352406
0.5623219	4.7482991
0.3945154	0.7209955
0.5746772	4.7395795
0.5735169	4.7323887
0.5618625	4.7565406
0.9789989	0.3626794
0.4780472	2.8987475
0.7087472	4.1500439
0.4780257	2.9015575
0.4847222	2.9160787
0.4808377	2.9090101
0.4813427	2.9052053
0.4806658	2.9014353
0.4802146	2.8906143
0.4793021	2.8877869
0.6214770	0.4223697
0.4794846	2.8887119
0.4819125	2.9085563
0.4797529	2.8935465
0.4819125	2.9107030
0.4782938	2.8923073
0.4269488	0.3923500
0.2353030	2.5115113
0.4717373	0.8744100
0.3767221	3.5601226
0.3758554	3.5595990
0.3624787	3.5917131
0.3640592	3.5812411
0.3631304	3.5791467
0.0634404	5.8097298
0.3632095	3.5709436
0.3761143	3.5582027
0.3623306	3.5716418
0.3619259	3.5777504
0.3635355	3.5915385
0.3624095	3.5774014
0.3655127	3.5719908
0.3764531	3.5540140
0.3623898	3.5822883
0.3620147	3.5780995
0.3627551	3.5903168
0.3776292	3.5540140
0.5864854	2.2598523
0.8601509	5.3961915
0.5565700	2.2178597
0.8635881	5.3825780
0.4291171	0.6602581
0.5167133	4.4711845
0.5119131	4.4673448
0.5049173	4.4701373
0.5019311	4.4793875
0.5045888	4.4690901
0.5194030	4.4715335
0.5194030	4.4715335
0.5026743	4.4828782
0.5077131	4.4732789
0.5204007	4.4683920
0.5055088	4.4633305
0.5206891	4.4619342
0.5208444	4.4718826
0.5261366	4.4715335
0.5195360	4.4570473
0.2539119	3.9126791
0.7597293	5.9232286
0.7975754	5.9421654
0.9226927	2.2893658
0.7982895	5.9416942
0.7960060	5.9387446
0.7988612	5.9441202
0.7950086	5.9369993
0.7159297	5.4042899
0.7605554	5.9053390
0.7985753	5.9443820
0.7960060	5.9428636
0.7580789	5.9115000
0.1359696	2.2526441
0.9713375	3.4358552
0.5110983	4.7115163
0.6099236	0.7506661
0.9096907	0.3703589
0.7931445	1.7745286
0.5295398	3.2322800
0.4420224	1.7245371
0.5094375	4.2219515
0.5150228	4.2435935
0.8014377	0.8293805
0.8511119	1.9612265
0.4554839	3.7144097
0.7072799	2.3361407
0.3061697	1.8557388
0.5251119	4.6640434
0.3284739	1.8317754
0.3038328	1.8581124
0.3037565	1.8636451
0.3041569	1.8598927
0.3062460	1.8223332
0.3059883	1.8232931
0.5135331	4.6760861
0.5294616	4.6699775
0.4014096	2.8236460
0.9824400	3.2167989
0.9160101	5.1925465
0.8994880	5.2135952
0.5522574	0.5441937
0.9165399	5.1875549
0.7105317	0.2675590
0.9322541	5.1963688
0.9234523	5.1818127
0.9110473	5.1562437
0.9243419	5.1841864
0.5640461	0.5277876
0.1726401	5.0475969
0.3274300	1.2313298
0.7707990	5.9666175
0.3411096	4.9838749
0.6426049	6.2232856
0.2039976	6.0913038
0.4905119	3.2067109
0.5220986	1.9371933
0.7188376	4.7371744
0.7218863	4.7384642
0.7055531	0.0829904
0.7221518	4.7386928
0.5034835	3.2077057
0.7311392	4.7061058
0.7212227	4.7173492
0.7234804	4.7281266
0.7360923	4.6830674
0.9382253	3.5184092
0.7244114	0.0862716
0.4746210	5.9647674
0.5047092	1.9160050
0.5038117	1.9242604
0.3998196	4.4055601
0.4944588	1.9093902
0.3947575	4.4039893
0.4730502	1.9465657
0.7505211	4.0001201
0.5171335	2.2544767
0.3728307	1.9773882
0.4100279	1.9374725
0.4067595	1.9135790
0.5950556	0.9473647
0.8472668	0.1336050
0.8540052	4.8207600
0.6268125	4.0989057
0.6380890	4.0966368
0.6378312	4.0924480
0.8145634	0.1629439
0.7392861	5.5672687
0.5485734	4.2109559
0.1390283	0.8183849
0.5597977	0.0261276
0.3119153	2.7191532
0.8236185	1.7519964
0.7282906	3.9002873
0.3057211	2.6920133
0.6445795	5.7407195
0.5200680	1.6364155
0.8762048	3.5397023
0.3025178	2.7058538
0.9609610	3.8976693
0.8041356	1.7938843
0.5876353	0.1282119
0.6331513	0.6126106
0.2388792	1.0398672
0.7051219	4.4532076
0.4790768	3.1831838
0.3661460	6.1648520
0.4557263	3.1890831
0.5874006	5.5434973
0.4705856	3.1556600
0.4709374	3.1608960
0.4798388	3.1751030
0.4766328	3.1758186
0.4473530	3.1620479
0.4688067	3.1550142
0.6380767	2.0502906
0.5340288	3.8686968
0.5322805	2.6532495
0.5367684	2.6660777
0.3071626	5.8783038
0.5297298	2.6493225
0.5361391	2.6515217
0.5339615	2.6361977
0.5620922	6.0717910
0.4473949	2.5643425
0.4475625	2.5857576
0.6665011	3.1516632
0.6582522	1.3718288
0.4455320	2.5517761
0.6681660	3.1679297
0.4527155	2.5625797
0.6601425	3.1329009
0.4515173	2.5746748
0.6598795	1.3775884
0.6593785	1.3772393
0.6591281	1.3777629
0.4517274	2.5791079
0.6575645	3.1367581
0.4531467	2.5632429
0.4516854	2.5646741
0.4528312	2.5652849
0.6596290	1.3758430
0.4503517	2.5534341
0.6573770	1.3859660
0.4535149	2.5868572
0.6577520	1.3716543
0.6587526	1.3768902
0.6572520	1.3721779
0.6601801	3.1344368
0.6587526	1.3720033
0.6591281	1.3725269
0.6608820	1.3650220
0.4463061	2.5448122
0.5456253	3.6318556
0.5421650	0.2528982
0.3807634	4.2449898
0.3811831	4.2456879
0.5694650	0.2727950
0.3830733	4.2469097
0.3769513	4.2659338
0.3811831	4.2472587
0.3778186	4.2662828
0.3778585	4.2680282
0.3771506	4.2675046
0.3770609	4.2666319
0.3796447	4.2673300
0.3852364	4.2481314
0.3765726	4.2591270
0.7442916	5.3739037
0.4387612	4.8333368
0.4428258	4.8303680
0.4384490	4.8401802
0.4427215	4.8358640
0.4421997	4.8410145
0.8813550	2.9943043
0.4449150	4.8408854
0.3194869	4.0430552
0.4343974	4.8439955
0.4961868	0.9314822
0.4368893	4.8369078
0.4434522	4.8431717
0.4433478	4.8440741
0.4167719	5.5350150
0.8380592	6.1005541
0.7448070	3.5843827
0.5991990	1.4685200
0.5001189	3.7796850
0.6184568	1.4774212
0.6399694	3.9711476
0.1731794	0.0951903
0.5282778	2.0792456
0.5245443	2.0709030
0.2230409	4.0388664
0.5338718	2.0801532
0.5307248	2.0659462
0.8358333	1.2646656
0.5386021	2.0732417
0.4269797	4.1011747
0.4156763	2.3268730
0.4346879	2.3101876
0.4601389	2.3314806
0.4608264	2.3046898
0.4528312	2.3057894
0.4588389	2.3026303
0.3817129	2.3831947
0.4753697	0.4382522
0.3714597	4.2868777
0.4606889	1.5463617
0.3693359	4.2912410
0.4619590	1.5344935
0.4943394	1.5283848
0.4931454	1.5247196
0.4944480	1.5278612
0.4941222	1.5248942
0.4948824	1.5285594
0.7779183	0.2597050
0.4634423	1.5125023
0.4654580	1.5114551
0.9667349	6.0089068
0.9599376	5.9478727
0.8263904	0.1078788
0.5205227	4.6581092
0.4987124	4.6811476
0.3651566	6.1074132
0.3872622	2.1803875
0.4607947	5.4488830
0.7160617	1.0629055
0.7172505	1.0632546
0.3845250	2.1620964
0.4628064	5.4631075
0.6686963	3.4716344
0.6685448	3.4730307
0.4584693	5.4612399
0.3812231	2.1615728
0.7220190	1.0695378
0.7225502	1.0669198
0.3792354	2.1579949
0.3847654	2.1522877
0.3836037	2.1586756
0.7216208	1.0623819
0.4524632	5.4528449
0.6908847	1.0211921
0.3838240	2.1531778
0.7234804	1.0543534
0.4524632	5.4528449
0.7234804	1.0543534
0.3839041	2.1586232
0.3837639	2.1609620
0.3845551	2.1517815
0.3836538	2.1593737
0.8487520	3.3538247
0.3548750	2.1751864
0.3836438	2.1585709
0.4335678	5.4729686
0.4563587	5.4534034
0.3099151	2.1696886
0.8112300	0.3124139
0.2312451	4.6345473
0.2222990	4.6439721
0.1524857	0.6892305
0.6160585	2.5195049
0.6350846	2.4980025
0.6208723	2.5202380
0.6191205	2.5250202
0.6228933	2.5310939
0.6197364	2.5243046
0.6375857	2.4898518
0.6206909	2.5228560
0.6206909	2.5228560
0.6240445	2.5257358
0.6342766	2.4904976
0.6384820	2.4895202
0.7661353	4.1905355
0.7360520	5.9176959
0.4580258	1.5982172
0.3893610	4.4607125
0.3994654	5.3173026
0.5486188	1.2137020
0.2799954	4.7076766
0.2850462	4.7181381
0.2841972	4.7191766
0.2849518	4.7151239
0.5511191	1.2322025
0.2819350	4.7142879
0.2821234	4.7126124
0.2825945	4.7214176
0.2797695	4.7151274
0.5530548	1.2182398
0.2830657	4.7184261
0.5552220	1.2213814
0.5508916	1.2295845
0.2899591	4.7404713
0.6812846	4.5287803
0.7217668	3.6644933
0.3798045	4.2718679
0.4405314	1.2733922
0.4607947	1.3210397
0.4246808	1.2779301
0.3935778	4.2764057
0.4209775	1.2772319
0.4258143	1.2815953
0.3850660	4.2619195
0.4235482	1.2812462
0.3792554	4.2668064
0.4248868	1.2763593
0.3883162	4.2716933
0.3859280	4.2791983
0.2590366	3.6864844
0.2535961	3.6692057
0.2452442	3.6849136
0.8469221	5.9146241
0.2550641	3.6817721
0.2549619	3.6878807
0.7301353	2.5430669
0.4703405	2.6367038
0.4695414	2.6337193
0.4713533	2.6381001
0.4702552	2.6320961
0.4595680	2.6374194
0.4759904	2.6372100
0.4727512	2.6403865
0.7241453	5.8651964
0.4708414	2.6312060
0.4437342	2.6598469
0.4696479	2.6249926
0.5455008	3.3409093
0.4703085	2.6191982
0.8110853	0.9272934
0.8461581	0.9316568
0.8489472	0.9082693
0.2326521	3.3820990
0.7541015	5.5469880
0.5551079	1.2004375
0.2909054	4.7815791
0.2939367	4.7646040
0.2978279	4.7736919
0.2978279	4.7730776
0.2947902	4.7738996
0.2905269	4.7721840
0.2965932	4.7793992
0.2992536	4.7861658
0.2969730	4.7766485
0.3003949	4.7775177
0.3028703	4.7883684
0.5627814	5.1640453
0.4621708	5.0097407
0.8199488	5.1973636
0.8167433	5.1943791
0.1960744	2.2721394
0.8173254	5.1936461
0.1958569	2.2607075
0.8176165	5.1933843
0.4075734	2.1901613
0.6677243	4.6633452
0.5626665	4.7751004
0.3780680	0.8553859
0.5635860	4.7758230
0.5630112	4.7779662
0.3788661	0.8415978
0.5628963	4.7778563
0.5632411	4.7783659
0.5656576	4.7815442
0.5658880	4.7807570
0.3783672	0.8377580
0.5658880	4.7753866
0.5676174	4.7820695
0.3596279	0.7916813
0.2523890	5.6789000
0.6956654	5.2132985
0.6928202	5.2181156
0.6957949	5.2284828
0.6933370	5.2126003
0.8337306	2.7755797
0.4799677	1.5809140
0.3305248	4.8792163
0.3861587	3.9133772
0.3719861	4.3045055
0.3843647	5.9935130
0.2448742	4.2315508
0.2466046	4.2217769
0.2477158	4.2223005
0.2461603	4.2196825
0.6223241	1.2524483
0.2501531	4.2156683
0.2466324	4.2236968
0.2457809	4.2165409
0.8931144	0.0847706
0.6096841	5.6179880
0.8610775	2.1723764
0.5160722	4.5387287
0.7127665	5.1935064
0.9903428	0.5586799
0.4751344	3.8486255
0.4680193	3.8522907
0.3857676	1.2737413
0.4818480	3.8496727
0.4666902	3.8545597
0.4660421	3.8608428
0.4667965	3.8676496
0.4853906	3.8646826
0.3425715	0.4014257
0.3554253	4.5266859
0.3187177	2.6442611
0.9998604	0.0264417
0.8715875	4.7274651
0.5362852	3.4143876
0.5375443	3.4107224
0.5286909	3.4100243
0.6155650	5.3356461
0.5371957	3.4018212
0.6193016	5.3494516
0.7740036	0.7480481
0.1476672	0.4007276
0.5958831	0.9995501
0.4573292	3.8536870
0.7546766	3.5376079
0.7535267	3.5473817
0.5318662	1.6683341
0.6657578	2.6655890
0.6682418	2.6672820
0.8374651	5.1536431
0.7206922	6.1502959
0.1989124	0.3658210
0.8819599	0.3899066
0.9687967	4.1982150
0.3894917	4.3097415
0.5321125	3.9732420
0.2722563	0.8122762
0.5357123	3.9618974
0.2728188	0.7974409
0.2727250	0.7944739
0.2740381	0.7956956
0.2755398	0.7845255
0.2748826	0.7909832
0.2748826	0.7939503
0.9165560	5.2138046
0.2754459	0.7911577
0.4066069	2.1992370
0.2756337	0.7881907
0.5366336	3.9605011
0.5328741	3.9702750
