  radius  	  theta   
0.6509320	2.9351053
0.6529839	2.9381075
0.6470632	2.9373469
0.6473029	2.9370347
0.6478571	2.9403588
0.6484282	2.9328511
0.6479302	2.9406622
0.6431271	2.9470677
0.7891643	3.6488113
0.8849957	3.5970595
0.8855888	3.6015938
0.8971614	3.6173678
0.8857060	3.5962257
0.3227979	0.9482660
0.9332725	3.2071503
0.9204888	3.1964186
0.4666008	1.1653349
0.6900703	2.2786131
0.9805529	1.3028998
0.9299375	5.9423498
0.9350675	5.9208648
0.9392577	5.9121807
0.9384129	5.9121504
0.9291458	5.9286194
0.9241438	5.9349749
0.9352875	5.9223155
0.9321012	5.9222580
0.0721510	2.5517428
0.8109603	1.0145708
0.2823361	3.9903583
0.6243717	0.1810520
0.4129635	0.8350460
0.6676880	5.2670415
0.7427651	5.6678477
0.7478338	5.6714927
0.7493093	5.6574067
0.7418248	5.6643754
0.7494668	5.6729232
0.7519000	5.6768302
0.7556359	5.6785591
0.7414760	5.6768660
0.5458374	2.9486254
0.5112333	1.8631720
0.9379415	4.3055413
0.7864986	4.7387969
0.4606371	3.0384947
0.4159176	1.1223115
0.4155402	1.1212402
0.4243693	1.1207455
0.4173910	1.1457501
0.4166172	1.1145182
0.4217363	1.1435649
0.6940790	5.3635946
0.9192283	2.2545707
0.2547192	4.0255456
0.9662543	2.2531989
0.7587629	5.1882261
0.5225923	5.3189745
0.6161467	3.5853916
0.6042752	0.8733354
0.6033754	0.8764853
0.7763828	0.4868847
0.4826110	1.7060968
0.9045809	4.8332559
0.5280173	2.0468170
0.2475180	2.5672588
0.4537902	1.4766612
0.9857711	2.3927919
0.9916389	2.3973501
0.9917521	2.3855894
0.9900609	2.3851825
0.9873396	2.3868942
0.9861463	2.3900370
0.9836697	2.3829361
0.9886993	2.3808917
0.9848617	2.3904004
0.1209711	0.8646669
0.9889269	2.3806345
0.8279359	3.9662452
0.9792694	2.3941103
0.9877137	2.3815031
0.9802056	2.3860447
0.9867846	2.3828069
0.6355526	2.8746924
0.6072838	2.8405619
0.6155608	2.8632089
0.6138317	2.8579673
0.6146412	2.8576923
0.6172702	2.8609159
0.6162060	2.8626428
0.6121249	2.8589450
0.8519589	5.9043575
0.6146179	2.8636901
0.6116671	2.8691177
0.6858643	0.6593897
0.4196282	6.2326352
0.7115190	4.7677157
0.3413858	5.8429962
0.0529907	4.3958768
0.7005386	4.7789853
0.6970063	4.7746607
0.6962917	4.7709906
0.6980192	4.7643818
0.6993368	4.7793432
0.6991590	4.7760560
0.7109583	4.7814805
0.6974340	4.7548710
0.6946687	4.7746666
0.7077073	4.7674415
0.7097735	4.7625517
0.7004157	4.7739699
0.7006886	4.7519026
0.4705756	1.6351109
0.2928850	3.8499743
0.8690207	1.8025605
0.8602049	3.1199018
0.8602042	1.8343888
0.8606906	3.1239326
0.8636050	1.8405901
0.8795117	1.8591455
0.8653285	1.8318009
0.8674718	1.8356166
0.8685190	1.8321187
0.8646422	1.8326529
0.8746683	1.8326598
0.8749273	1.8393869
0.8768783	1.8325617
0.8740650	1.8271361
0.8655844	1.8314752
0.8630948	1.8403511
0.8701566	1.8302940
0.8710901	1.8302073
0.4230403	2.4634211
0.8669622	1.8568080
0.1284024	1.6115025
0.4769745	2.3672192
0.8232577	5.1552952
0.5036399	1.9834368
0.6865706	2.6221859
0.6864356	2.6209098
0.6825665	2.6133657
0.6884669	2.6208169
0.6856460	2.6033686
0.6856460	2.6033686
0.6839448	2.6122317
0.6832467	2.6214970
0.6913377	2.6268740
0.6816212	2.6168353
0.6920302	2.6247814
0.6860617	2.6285379
0.6821611	2.6142354
0.6871585	2.6251877
0.6865068	2.6387149
0.3289255	2.6851029
0.6465128	1.3354487
0.6402224	1.3279665
0.6378375	1.3487295
0.6406526	1.3339525
0.2417885	4.1108987
0.9638129	0.2825913
0.6379345	1.3295247
0.6376368	1.3300593
0.3638408	5.4703567
0.6370491	1.3294870
0.6390215	1.3243354
0.6357034	1.3319558
0.6383411	1.3250190
0.7230982	5.0933416
0.7872823	0.1980580
0.7311829	5.0940666
0.3083135	1.4933192
0.6414231	1.3122142
0.3118618	2.4274986
0.9735673	2.4493147
0.4746569	2.1731602
0.4399037	3.2209211
0.1080421	3.1055071
0.7605771	2.4742143
0.5447616	0.7255740
0.3914450	5.3623357
0.5465253	3.1527211
0.8609714	0.0538581
0.8624788	0.0497756
0.8630960	0.0590675
0.8583031	0.0558656
0.8624105	0.0584304
0.8630947	0.0591686
0.8729911	0.0491437
0.8666661	0.0655418
0.8703547	0.0480807
0.8637228	0.0630408
0.7560087	4.6981305
0.8571645	3.2714504
0.3732405	0.3716523
0.2778788	3.4639375
0.4424610	2.3794764
0.2728188	3.4837658
0.2823658	3.4773842
0.2722579	3.4632794
0.2708037	3.4618831
0.2723140	3.4632226
0.2719081	3.4548344
0.5337902	4.8331536
0.3192524	5.5800573
0.5418420	4.8233322
0.7245701	0.8772890
0.9225411	4.8093490
0.3696448	4.0598788
0.2398466	2.5124856
0.3893764	4.4700619
0.2390229	2.4564225
0.5846152	5.2066631
0.2376176	2.4245229
0.3960746	3.5036481
0.2291059	2.4165510
0.6722213	5.0531337
0.2316896	2.4585962
0.2336198	2.4468252
0.5922186	5.2039556
0.2337857	2.4481313
0.2423782	2.4887207
0.6391806	5.8729767
0.1048252	0.9560414
0.7022092	0.0885694
0.7024458	0.0901247
0.7063177	0.0796176
0.7017328	0.0876678
0.7025379	0.0911166
0.5236779	0.4764199
0.7046747	0.0706015
0.4187862	6.2768916
0.4647790	4.7169029
0.5677032	5.9832023
0.1118640	2.4367841
0.4388520	4.6993802
0.4433750	4.7046511
0.2264546	0.2055855
0.4394794	4.6945456
0.1191752	2.5622151
0.1201714	2.5354099
0.8565094	3.6634636
0.4365342	4.7087539
0.8258033	5.3922783
0.3835940	1.9391198
0.6916966	0.5545547
0.6964380	0.5528060
0.6986089	0.5561990
0.6968005	0.5536850
0.4493717	4.9304161
0.9901676	5.4860450
0.7582012	4.6727458
0.5500030	1.3379056
0.5482376	1.3471690
0.7613868	4.6876593
0.5531291	1.3167308
0.7623268	4.6752242
0.7632750	4.6861705
0.5493490	1.3523655
0.7588152	4.6870728
0.7749591	4.6841071
0.4527386	5.7339679
0.9360447	1.5364979
0.9276466	1.5607543
0.9358183	1.5387320
0.9341117	1.5436488
0.9346817	1.5425976
0.9361983	1.5376880
0.9306717	1.5323211
0.9403353	1.5440461
0.9327622	1.5344179
0.5632874	2.4217919
0.7433096	1.5559577
0.9718123	4.2585964
0.9606660	4.2589074
0.4093128	1.7068806
0.5732852	3.3006785
0.6613426	0.1068143
0.9673754	4.2474633
0.7699180	3.7406467
0.9234815	0.9329697
0.4468269	2.2679000
0.9337524	0.9218159
0.4186155	4.0226379
0.9375939	0.9253866
0.9406115	0.9418888
0.9344580	0.9301887
0.3377749	0.9711165
0.9307230	0.9299747
0.5266016	3.2473683
0.9295667	0.9233025
0.9321055	0.9307213
0.9245450	0.9392186
0.9186160	0.9478284
0.5256874	3.2445780
0.5325210	3.2576869
0.9323709	0.9331334
0.5270602	3.2486040
0.5262758	3.2441627
0.5271590	3.2423145
0.9340255	0.9191952
0.5347588	3.2606435
0.5271590	3.2423145
0.5347588	3.2606435
0.5267996	3.2425651
0.9287502	0.9273591
0.5248412	3.2430849
0.5287361	3.2428236
0.6326100	4.8936373
0.6373558	2.1252295
0.6371574	2.1249980
0.6364534	2.1227109
0.6386906	2.1379264
0.6367842	2.1253028
0.6370318	2.1383567
0.6342643	2.1247538
0.6362616	2.1254634
0.6388069	2.1425157
0.6382181	2.1406989
0.6304000	2.1313296
0.6371547	2.1403197
0.6348150	2.1301079
0.6337993	2.1248507
0.5799223	3.9751098
0.6387536	2.8366441
0.6393338	2.8574660
0.6445242	2.8344409
0.5141719	0.4520199
0.9689356	5.6578331
0.6436142	2.8304722
0.6226953	4.6206394
0.6457919	2.8375896
0.6380414	2.8322408
0.6384445	2.8266948
0.6349488	2.8367035
0.6316216	2.8275282
0.6355879	2.8389891
0.5553190	4.0211207
0.6101435	4.3654045
0.7486006	3.5868861
0.7506716	3.5869233
0.7444417	3.5657090
0.7406059	3.5639262
0.7485381	3.5839520
0.4060834	1.5996313
0.5754273	0.1738992
0.7847299	5.5503770
0.4840464	0.1514876
0.7424617	3.2849713
0.9372128	4.3179284
0.3678997	5.2886396
0.4165657	4.0605952
0.9308722	0.6722428
0.9287840	0.6680053
0.9328997	0.6757191
0.9262431	0.6750730
0.9269927	0.6647429
0.9291583	0.6685791
0.9339500	0.6692787
0.9327720	0.6743204
0.6204801	1.8597697
0.8207374	6.0854016
0.8241945	6.0915285
0.8236735	6.0900029
0.2703963	1.8747819
0.8277424	6.0784568
0.8299799	6.0731983
0.8274810	6.0788323
0.8284259	6.0785612
0.8326062	6.0672499
0.8216171	6.1034664
0.8304927	6.0733973
0.4356658	1.4639338
0.9433075	4.6674466
0.6950108	3.3727425
0.3936661	5.8327614
0.5223975	4.2893112
0.5188203	4.2829906
0.7641422	4.8719648
0.9281798	3.8088356
0.4251287	3.0026506
0.9257825	3.8165375
0.9230172	3.8212211
0.9228855	3.8217943
0.9268830	3.8346537
0.9234247	3.8211585
0.4200414	2.9752020
0.9294692	3.8342416
0.9219212	3.8229956
0.9281831	3.8166595
0.9281831	3.8166595
0.9276170	3.8159061
0.4243319	2.9870272
0.9227021	3.8206664
0.9225790	3.8169543
0.9250941	3.8160752
0.9234671	3.8213515
0.9227199	3.8173447
0.9289671	3.8158936
0.9330574	3.8416805
0.9330574	3.8416805
0.4608823	1.5152284
0.9253955	3.8160989
0.9234671	3.8213515
0.9246221	3.8174731
0.9247683	3.8178520
0.9225679	3.8174511
0.9339871	3.8477691
0.9348283	3.8386979
0.3607097	0.9241777
0.6548819	2.0040763
0.5891377	0.5516012
0.6545282	2.0000611
0.7274015	4.2970598
0.2729802	6.2209086
0.2705813	6.2171266
0.2706814	6.2186452
0.2706172	6.2176748
0.2704780	6.2100841
0.2680840	6.2703328
0.2685844	6.2081367
0.2704266	6.2265721
0.2618976	6.2288080
0.3421270	2.6384753
0.2614020	6.2562210
0.3365370	2.5998054
0.8588054	2.7062738
0.7695939	3.4614892
0.7645822	3.4636734
0.8013456	0.0112884
0.8610501	2.9019893
0.8566879	2.8938096
0.8607404	2.8969975
0.8557941	2.8923166
0.8595486	2.9002232
0.8537365	2.8843715
0.8543842	2.8838349
0.8598523	2.8947763
0.8566107	2.8896810
0.8618912	2.8956514
0.8573367	2.8896905
0.8561006	2.8870165
0.8537271	2.8920771
0.8529011	2.8928703
0.8540359	2.8854501
0.8531920	2.8892668
0.7188806	1.9401315
0.9268680	5.9189485
0.9217969	5.9389492
0.9257785	5.9146044
0.9280523	5.9164599
0.9284738	5.9236379
0.9250029	5.9177095
0.9268706	5.9238318
0.9159489	5.9486289
0.9284012	5.9174504
0.9264233	5.9339686
0.9274808	5.9307082
0.9229225	5.9156241
0.9209613	5.9433101
0.3541225	1.3682679
0.8531251	1.8097098
0.8575399	1.8120958
0.3726909	5.4522325
0.3896535	5.4776172
0.0746548	4.0762759
0.7734860	4.4219303
0.7704235	4.4353433
0.7743928	4.4242959
0.7745121	4.4249958
0.7724305	4.4200718
0.7700953	4.4260965
0.7743533	4.4245639
0.7750518	4.4250285
0.7748311	4.4198337
0.9595272	2.1534757
0.7715183	4.4239685
0.7729305	4.4160970
0.3657527	2.7843521
0.7682369	4.4096829
0.7780462	4.4168225
0.3631793	5.3910235
0.6560568	1.3274736
0.0886189	4.1672148
0.3761115	5.4066287
0.7786644	4.4076991
0.5777435	2.0709190
0.8275283	2.9006074
0.8211445	2.9012875
0.8301224	2.9121554
0.8275181	2.8889250
0.8189500	2.8904879
0.8252618	2.9024939
0.8203925	2.8962430
0.6677811	0.7529696
0.5045365	0.6377173
0.8752635	4.1646406
0.8754718	4.1741033
0.8769501	4.1779097
0.8758754	4.1785525
0.5054908	0.6330841
0.8737804	4.1705513
0.8758921	4.1692946
0.8729062	4.1710111
0.5035561	0.6309525
0.8744756	4.1686556
0.7521253	3.4682072
0.6545162	2.9260554
0.6525836	2.9280475
0.6498957	2.9365306
0.6491626	2.9334471
0.6508701	2.9386608
0.6547341	2.9434499
0.6470632	2.9372125
0.6469944	2.9358997
0.6468588	2.9342056
0.6500019	2.9453148
0.6470140	2.9372652
0.5460430	3.8178790
0.2696223	3.0420451
0.5637378	5.0989283
0.8824190	3.5864640
0.8798634	3.5966656
0.8859268	3.6021117
0.8868513	3.6058233
0.8836456	3.6073002
0.8817292	3.5886235
0.9203215	3.1817288
0.9166785	3.1855285
0.9200920	3.2071580
0.2394387	2.7013992
0.4303961	5.6387623
0.9384014	5.9117452
0.9432716	5.9102132
0.9378045	5.9223753
0.9362604	5.9221904
0.9274534	5.9338364
0.9373009	5.9104606
0.9339127	5.9209335
0.9340774	5.9211769
0.9414068	5.9110650
0.9393375	5.9066688
0.9371162	5.9137354
0.0652270	2.5077140
0.1983236	1.3965447
0.6314151	4.3333464
0.7462250	5.6716908
0.7401611	5.6841841
0.4583302	6.0119370
0.7358430	5.6873652
0.7549127	5.6679462
0.7447810	5.6652106
0.6337545	5.6029904
0.9322967	4.2982762
0.9415298	4.2957553
0.9352122	4.2984142
0.9304398	4.2953932
0.9439017	4.2977121
0.8842140	5.8144428
0.3239321	3.0147628
0.5683854	5.6961052
0.4217803	1.1179173
0.4244163	1.1205589
0.7956403	4.2372936
0.9706152	5.9412071
0.9679404	5.9155693
0.6065795	0.9349333
0.5645398	4.5315069
0.2081091	5.8660527
0.1419739	0.0825673
0.1782888	2.0754184
0.9656684	6.2225388
0.6089688	0.8939720
0.6158872	0.9069177
0.6010016	0.8857985
0.7721056	0.4961824
0.4821119	1.7072773
0.6087679	0.8571038
0.4242462	1.6404272
0.9972454	2.3997960
0.9948566	2.3955218
0.9882546	2.3938118
0.9881132	2.3864050
0.9949456	2.3947202
0.9869625	2.3863388
0.9830933	2.3905481
0.1191609	0.8579041
0.9832185	2.3778056
0.9874602	2.3850984
0.4158973	6.1816036
0.9849550	2.3781842
0.9836967	2.3914640
0.9887741	2.3806200
0.9848672	2.3830293
0.9800638	2.3859469
0.9845885	2.3854425
0.9844594	2.3832301
0.2500845	5.1019749
0.3915281	2.6030713
0.2769576	2.1705374
0.6118333	2.8764709
0.6094282	2.8676880
0.6138586	2.8713568
0.6176872	2.8711860
0.6029543	2.8514714
0.1102238	0.4069902
0.6076120	2.8360657
0.6336791	5.0963804
0.6753270	4.1283685
0.2998782	6.2784919
0.7005189	4.7799737
0.7093382	4.7717552
0.7126320	4.7748556
0.7001358	4.7652915
0.7033063	4.7754256
0.7008118	4.7728405
0.7008302	4.7716449
0.7001502	4.7742425
0.0527346	4.3296358
0.6994120	4.7792887
0.6978981	4.7675358
0.7013045	4.7755527
0.6979298	4.7712918
0.6945884	4.7750424
0.7087892	4.7633667
0.6956324	5.4000614
0.7797960	2.0233776
0.5911821	1.6398384
0.7842867	3.0162196
0.1177147	1.4349706
0.1023523	3.3906483
0.0936781	3.3901865
0.5740884	4.5857751
0.8617339	3.1208559
0.8644112	1.8250467
0.8617646	3.1169364
0.7910817	4.8079311
0.8600425	1.8398993
0.8645625	1.8326062
0.8649292	1.8321235
0.8716218	1.8303441
0.8651020	1.8314373
0.8646189	1.8329551
0.8649292	1.8321235
0.8651148	1.8318961
0.8751775	1.8476061
0.8703692	1.8493636
0.8637534	1.8293048
0.8713025	1.8378300
0.8594649	1.8397254
0.4223899	0.8229746
0.3053914	5.0974631
0.1270219	5.1338656
0.3295247	3.7925829
0.2698850	3.3675134
0.6870953	2.6181386
0.6892678	2.6231571
0.6877179	2.6164654
0.6875079	2.6005463
0.6873578	2.6197152
0.6905042	2.6255218
0.6838628	2.6047865
0.6823811	2.6054582
0.6845551	2.6213328
0.6788920	2.6016769
0.6775543	2.6041368
0.6874265	2.6250417
0.6884420	2.6356765
0.6863367	2.6393471
0.0658463	3.5328779
0.7151652	1.9379823
0.2020158	5.6977865
0.2202434	3.1834320
0.1684081	5.6501634
0.6625816	4.7548914
0.1581060	3.2810587
0.8257127	5.6888354
0.6691100	4.7840576
0.9541920	2.5694134
0.3677530	5.4473928
0.7914285	3.5286383
0.6153143	4.1603742
0.6271641	5.1101721
0.5808103	0.8225681
0.6341033	0.1302168
0.9179016	0.8502113
0.7306271	3.4235135
0.8938822	2.0226990
0.2341016	2.7145975
0.7569407	2.4748394
0.7631306	2.4945108
0.7625062	2.4963161
0.7632624	2.4763066
0.7586384	2.4722179
0.7461874	2.4707755
0.7461568	2.4700262
0.7462784	2.4705730
0.4174346	4.2345291
0.8638259	0.0518972
0.1662729	2.0801023
0.8631632	0.0590685
0.1624260	2.1100755
0.8619170	0.0640281
0.8618983	0.0721940
0.8715406	0.0453196
0.8728851	0.0491861
0.8635011	0.0620326
0.8709069	0.0651562
0.6226447	2.7409392
0.7243824	2.3229787
0.2835001	3.4563591
0.2737627	3.4692140
0.7124392	2.3235674
0.2728523	3.4736738
0.4617195	5.7812696
0.2705554	3.4700599
0.2769324	3.4486864
0.8643545	3.2779671
0.8779969	3.2935277
0.2780203	3.4392644
0.5261128	4.8214469
0.4936754	4.1636003
0.6793575	5.6190254
0.6881947	6.2037478
0.3171293	0.4157530
0.2384122	2.4781231
0.2163188	1.4954205
0.2277037	2.4216983
0.2449886	2.4564845
0.2318874	2.4454932
0.3779272	3.4684281
0.2347625	2.4669072
0.2300599	2.4344070
0.4722630	2.4503041
0.2261671	2.4509675
0.6999072	0.0829201
0.7005854	0.0867332
0.6979105	0.0784860
0.6985489	0.0687099
0.7026734	0.0598549
0.6991463	0.0847809
0.6973614	0.0662543
0.7028839	0.0851983
0.7645372	5.6405271
0.7059489	0.0811341
0.6207051	0.4627289
0.4299585	4.8383935
0.5367617	0.7995239
0.4014285	3.7000319
0.2264954	0.2004683
0.4449859	4.7181858
0.5664919	5.3486709
0.5705137	5.9658596
0.9205743	2.0875304
0.4429834	4.7145085
0.4352094	4.7065906
0.5217393	4.6020308
0.3307288	0.5656682
0.8808935	3.0935115
0.7758925	4.5845150
0.6901650	0.5786605
0.6847252	0.5822868
0.6307136	3.1877467
0.6922768	0.5807023
0.6910915	0.5636479
0.6927233	0.5649102
0.5934857	4.3361471
0.7630708	4.6854935
0.2904453	5.7443954
0.5508611	1.3419616
0.5631964	1.3336796
0.1377866	5.6373858
0.7610710	4.6855859
0.7587321	4.6861717
0.5625638	1.3303365
0.9387195	1.0906996
0.1824572	3.8811691
0.9343697	1.5352387
0.9355997	1.5436382
0.9409543	1.5369596
0.9346493	1.5442105
0.9341685	1.5439321
0.9340565	1.5441792
0.3372314	1.6439657
0.9353864	1.5422494
0.9332649	1.5349866
0.9281686	1.5399957
0.9333211	1.5369172
0.6297081	0.6192404
0.9701200	4.2506032
0.9715450	4.2476428
0.9347308	4.4028460
0.9740451	4.2588515
0.9696768	4.2289492
0.4965850	4.5651458
0.4135760	0.0074119
0.9315028	0.9533206
0.4566402	2.2835536
0.5277507	3.2492395
0.5281780	3.2557665
0.4029634	0.0172672
0.9338911	0.9214500
0.9304592	0.9296577
0.5246447	3.2494734
0.9361933	0.9313685
0.5332121	3.2574447
0.5260466	3.2472962
0.5297391	3.2532248
0.9208775	0.9345361
0.5264065	3.2466193
0.9240435	0.9381959
0.5315388	3.2586923
0.5351548	3.2599402
0.9288992	0.9395518
0.5262118	3.2429040
0.5324523	3.2451926
0.9169260	0.9483125
0.9265226	0.9343593
0.5258526	3.2428048
0.3027335	5.3024290
0.5266689	3.2423777
0.5251673	3.2427206
0.5195349	3.2268459
0.9306221	0.9196455
0.5184937	3.2271790
0.6380583	2.1248414
0.6373622	2.1252226
0.6348818	2.1245711
0.6369434	2.1238779
0.6342643	2.1247538
0.6349119	2.1245514
0.6342643	2.1247538
0.6345956	2.1247706
0.6393309	2.1402122
0.6342926	2.1247332
0.6342077	2.1246093
0.6309015	2.1233383
0.6382786	2.1428451
0.6368800	2.1396850
0.2541954	5.7410262
0.6431865	2.8380778
0.6386092	2.8354940
0.6356674	2.8179154
0.6413503	2.8270203
0.9652464	5.6472074
0.6357876	2.8176545
0.6440696	2.8423022
0.6383308	2.8316652
0.6356453	2.8179186
0.9723920	5.6644070
0.9767337	5.6620529
0.6404907	2.8486233
0.6388470	2.8342506
0.3603289	1.2524865
0.7399773	3.5559451
0.7437875	3.5646573
0.7384605	3.5588316
0.7428880	3.5682714
0.7507534	3.5798931
0.4897443	6.0350282
0.0789409	1.6020636
0.5898258	3.3187101
0.2986001	0.1459817
0.6425743	3.9577008
0.6432698	3.9618390
0.5384444	3.7807086
0.4171167	4.0751718
0.9306648	0.6710087
0.9326116	0.6700128
0.9299292	0.6823163
0.9327578	0.6744035
0.9264471	0.6645736
0.9284400	0.6687683
0.9307331	0.6714638
0.9330668	0.6742098
0.9326246	0.6699884
0.8868188	2.1015738
0.8219587	6.0896233
0.8180591	6.0918694
0.8238642	6.0902898
0.8216126	6.0936166
0.8223204	6.0882424
0.8230491	6.0840167
0.8280168	6.0784430
0.8247431	6.0950710
0.8253898	6.0914771
0.5065558	6.0527318
0.8306901	6.0734901
0.7407952	0.7417271
0.6472431	5.4819696
0.7737661	4.8741721
0.7645762	4.8775803
0.7730798	4.8722791
0.6777895	0.7071660
0.9327720	3.8265740
0.9256610	3.8164216
0.9234630	3.8213287
0.9234280	3.8210959
0.4230599	0.6192688
0.9228870	3.8217957
0.9193591	3.8141306
0.9231628	3.8165507
0.9210327	3.8181355
0.9281831	3.8166595
0.9196267	3.8164586
0.9185232	3.8157920
0.9203193	3.8235195
0.9188505	3.8181700
0.9273737	3.8160234
0.9327337	3.8415457
0.4196393	2.9717634
0.4182500	2.9733112
0.9227199	3.8173447
0.3244524	2.2414764
0.3235319	2.2426918
0.9276170	3.8159061
0.9233949	3.8164256
0.9270766	3.8399049
0.9289671	3.8158936
0.4168851	2.9776289
0.9313692	3.8442043
0.9180209	3.8185540
0.7811203	4.2275195
0.6544131	1.9978047
0.6572942	2.0034930
0.6491371	0.1994210
0.6546374	2.0130418
0.8954209	2.6678262
0.2644014	6.2429189
0.2650526	6.2195087
0.2630056	6.2341740
0.2693904	6.2360404
0.2704775	6.2170158
0.2682798	6.2206520
0.2706544	6.2220642
0.2648646	6.2255763
0.2695655	6.2155430
0.2643049	6.2160505
0.2684218	6.2081276
0.2622763	6.2197181
0.4005788	3.0394548
0.7925108	5.1253152
0.7679946	3.4698628
0.7748830	3.4763928
0.8568975	2.8930074
0.8583261	2.9009036
0.8594563	2.9002662
0.8545988	2.8863033
0.8585338	2.8999574
0.8591077	2.8879110
0.3857723	0.2858292
0.8599241	2.9013391
0.8585598	2.8928740
0.8523560	2.8763375
0.8573367	2.8896888
0.8601587	2.9018532
0.8573367	2.8896923
0.8598638	2.9037577
0.8545796	2.8946743
0.9225419	5.9159201
0.9229092	5.9304927
0.4706630	0.6918024
0.9170132	5.9188480
0.9277039	5.9163667
0.9290242	5.9200558
0.9306271	5.9231339
0.9309035	5.9236900
0.9220611	5.9355752
0.9151340	5.9374310
0.9302892	5.9235769
0.9244883	5.9157282
0.5267704	5.4664472
0.3168948	5.1107643
0.5213550	1.8458181
0.5026860	5.2172396
0.8554768	1.8081931
0.3180389	1.4353931
0.4680797	2.4644680
0.5305222	1.1317545
0.9371279	2.1750690
0.7739244	4.4272271
0.7763895	4.4226044
0.7719095	4.4286610
0.7729621	4.4153004
0.9311918	2.1874677
0.7763540	4.4186425
0.7698209	4.4246801
0.7736134	4.4082081
0.7808197	4.4219615
0.6341543	2.5597163
0.7705528	4.4262382
0.7776751	4.4122848
0.7728563	4.4187259
0.7759134	4.4213075
0.7799969	4.4169277
0.6406711	2.5541321
0.7977237	4.4561790
0.7775298	4.4246141
0.7765468	4.4222363
0.1661330	1.6588044
0.8339015	2.8987906
0.8273827	2.9185638
0.2291953	2.0860463
0.5374252	1.5515645
0.8207633	2.8840482
0.5078236	0.6232890
0.3685274	4.6542642
0.8786367	4.1819251
0.8824418	4.1782281
0.5016240	0.6285504
0.8773613	4.1725818
0.8767920	4.1717432
0.8725966	4.1712948
0.8771869	4.1689904
0.8705603	4.1678043
0.5949493	1.7496423
0.6100297	1.5605756
0.6558573	2.9540514
0.6544820	2.9480877
0.6489918	2.9328359
0.6521913	2.9342905
0.6477712	2.9367233
0.6539792	2.9554989
0.6472675	2.9336604
0.6556649	2.9414862
0.6515350	2.9381308
0.6454403	2.9423521
0.7500814	5.2802522
0.4470287	6.2519371
0.2699763	3.0392496
0.5016929	0.0399782
0.8851556	3.5939194
0.8882565	3.6031133
0.8852193	3.6025764
0.8891194	3.6045450
0.7329235	5.7281196
0.8970202	3.6200625
0.3041349	3.3058997
0.9260870	3.2129989
0.5149138	5.6485191
0.8275011	2.3128452
0.5776948	5.9881737
0.9336033	5.9298322
0.9261026	5.9374070
0.9386147	5.9248604
0.9349019	5.9225633
0.9330207	5.9206404
0.9404146	5.9130798
0.5882738	5.9836606
0.9339618	5.9211353
0.9308123	5.9316077
0.9306043	5.9327619
0.9380768	5.9234506
0.9375840	0.1116209
0.9972554	5.3322676
0.3375944	5.6368576
0.5147492	4.5115283
0.4333888	3.2329849
0.7717567	0.5875973
0.4194663	1.8180594
0.9322296	4.2910637
0.9290645	4.2899949
0.9310243	4.2842475
0.9351406	4.2959147
0.9322967	4.2982762
0.4249240	0.9667721
0.9428037	4.2967898
0.9254954	4.2768597
0.9260427	4.2948684
0.8674046	5.8288122
0.4124659	1.9019927
0.3330062	5.7388352
0.9208019	3.6968088
0.7845131	5.8668697
0.5716471	0.5076905
0.7194565	5.4117044
0.5058402	5.7358621
0.3198546	2.2857364
0.2140021	5.9059242
0.6447389	5.2473001
0.5716413	4.5337173
0.5561836	4.5224797
0.0987863	1.6451274
0.6023753	0.8802349
0.4208088	3.0168271
0.5987922	0.8750675
0.8479225	1.4778783
0.9852387	2.3959480
0.7053013	5.1103009
0.9901587	2.3936159
0.9850111	2.3961078
0.7630536	0.9075127
0.9947496	2.3956286
0.9848676	2.3830288
0.9860089	2.3824126
0.6753602	5.3698727
0.9886993	2.3808917
0.2531805	5.1281260
0.1219237	0.8615382
0.9897070	2.3910876
0.8004342	3.1632800
0.9855223	2.3928599
0.9823215	2.3850870
0.4278430	6.1852903
0.9787380	2.3876251
0.9785945	2.3769437
0.9726999	2.3760273
0.4381489	4.1329810
0.6119522	2.8612454
0.9210303	2.4312556
0.6058041	2.8665032
0.6141300	2.8732881
0.2396097	1.3510336
0.6134001	2.8674462
0.6809932	0.1373273
0.8459931	1.2205529
0.5543144	5.7985736
0.7004757	4.7774357
0.8665161	5.1777597
0.6993498	4.7707610
0.7011853	4.7697684
0.7044282	4.7755453
0.6959487	4.7689291
0.6993749	4.7758084
0.7126964	4.7758543
0.7095035	4.7779716
0.6974540	4.7575418
0.0536927	4.3625661
0.6981787	4.7401063
0.4084371	1.6529645
0.6979108	4.7700398
0.7047827	4.7647778
0.7068641	4.7733892
0.1085530	0.6599632
0.4499800	5.1604239
0.8847868	3.6454092
0.1296440	1.4647778
0.8883016	3.6392839
0.8402183	6.1089565
0.5779130	4.5894932
0.7198302	4.1784714
0.8619703	1.8323840
0.8643590	1.8318881
0.8758764	1.8326264
0.8773150	1.8475427
0.8648564	1.8544054
0.8606920	1.8334944
0.8629807	1.8398293
0.8642786	1.8343239
0.8635547	1.8399548
0.8750137	1.8393365
0.8615931	1.8318452
0.8678476	1.8538678
0.8617733	1.8313789
0.8634489	1.8548813
0.8616442	1.8317441
0.3790193	0.6737775
0.3970728	3.4014933
0.6711921	3.7244447
0.8303504	1.2685312
0.2389445	2.7083571
0.5405203	1.1474899
0.6453124	3.9805091
0.6873298	2.6165239
0.6819094	2.6167906
0.6893117	2.6248397
